"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","SUBREGION_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","MPA_NR","PROT","STRAT","REGION","ZONE_NR","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"177414","2012234U",2013,10,19,1,26.566683,-80.02565,23.3,12.2,907533,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"178387","2012237U",2013,8,17,1,26.522967,-80.031867,16.5,16.8,971154,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"178535","2012237U",2013,8,17,2,26.522867,-80.03205,14.2,13.7,971153,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"179387","2012238U",2013,8,17,1,26.520733,-80.031667,18.3,16.8,974434,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"179441","2012238U",2013,8,17,2,26.520267,-80.031983,14.3,16.8,975089,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"180011","2012239H",2013,8,17,2,26.508483,-80.033983,18.3,18.3,992142,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"180651","2012239U",2013,8,17,1,26.508717,-80.03385,17.5,19.8,992142,"CPDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"181483","2012240U",2013,9,20,2,26.4707,-80.0417,22.6,11.4,1047231,"SPGR",15,123,"LAC MAXI",15,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"181556","2012240U",2013,9,20,2,26.4707,-80.0417,22.6,11.4,1047231,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"181562","2012240U",2013,9,20,1,26.470433,-80.042033,25,13.7,1047886,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"182125","2012241U",2013,9,29,2,26.447933,-80.046,19.2,6.1,1080679,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"182413","2012241U",2013,9,29,1,26.447917,-80.046017,17.1,7.6,1080679,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"182897","2012242H",2013,8,17,2,26.442217,-80.047417,14.8,14.5,1088548,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"183345","2012242U",2013,8,17,1,26.441683,-80.047867,18.1,16.8,1089203,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"183954","2012243U",2013,9,29,2,26.4116,-80.05025,18,7.6,1133151,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"183996","2012243U",2013,9,29,1,26.411017,-80.05005,20.9,10.7,1133807,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"184724","2012247U",2013,9,5,1,26.767933,-80.006617,17.4,11.4,614992,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"185374","2012248U",2013,9,5,2,26.719983,-80.018567,20,10.7,685161,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"185456","2012248U",2013,9,5,1,26.720383,-80.01855,18.6,12.2,684505,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"186349","2012253U",2013,10,3,1,26.718183,-80.030617,4,6.1,687761,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"186470","2012253U",2013,10,3,2,26.718183,-80.030617,4,6.1,687761,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"187200","2012254U",2013,10,3,2,26.7244,-80.03205,3.1,4.6,678574,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"187241","2012254U",2013,10,3,1,26.7244,-80.03205,2.1,4.6,678574,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"188094","2012258U",2013,9,7,1,26.948533,-80.00865,24.7,97.5,352585,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"188134","2012258U",2013,9,7,2,26.9495,-80.008617,24.5,16.8,351273,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"188905","2012263U",2013,9,7,2,26.934117,-80.006683,25,30.5,373581,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"189067","2012263U",2013,9,7,1,26.934117,-80.006683,24.7,16.8,373581,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"189475","2012268U",2013,9,7,1,26.920133,-80.015483,22.9,16.8,393900,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"190204","2012269U",2013,9,7,2,26.909117,-80.007283,26.2,18.3,409660,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"190286","2012269U",2013,9,7,1,26.909117,-80.007283,25.5,17.5,409660,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"190734","2012270H",2013,9,7,1,26.908117,-80.005317,25.8,16.8,411632,"DPRC",16,123,"LAC MAXI",28,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"190969","2012270H",2013,9,7,1,26.908117,-80.005317,25.8,16.8,411632,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"191403","2012277U",2013,9,6,1,26.894733,-80.009683,24.4,24.4,430647,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"191851","2012278U",2013,9,6,1,26.895183,-80.014533,23.2,15.2,429982,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"192077","2012281U",2013,9,6,1,26.8925,-80.003883,27.7,12.2,433939,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"192646","2012284U",2013,9,6,1,26.8844,-80.001383,25.3,14.5,445752,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"193121","2012285U",2013,9,6,1,26.881933,-80.013317,21.6,19.8,449664,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"193501","2012301U",2013,9,5,2,26.768233,-80.00675,29,15.2,614335,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"194226","2012316U",2013,8,3,2,27.097,-80.126083,5.2,4.9,137837,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"194389","2012316U",2013,8,3,1,27.096733,-80.125917,5.3,5.9,137837,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"195077","2012329U",2013,8,10,2,27.109233,-80.127683,6.6,11.6,120122,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"195119","2012329U",2013,8,10,1,27.109483,-80.127767,6.9,11.6,119466,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"195808","2012331U",2013,8,3,2,27.083917,-80.119833,5.2,4.7,156874,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"195957","2012331U",2013,8,3,1,27.084283,-80.119783,4.4,7.6,156218,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"196661","2012332U",2013,8,10,2,27.141667,-80.139783,5.6,15.2,72865,"RGSH",17,123,"LAC MAXI",48,0,3,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"196783","2012332U",2013,8,10,1,27.142267,-80.140117,5.6,15.2,72209,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"197013","2012332U",2013,8,10,2,27.141667,-80.139783,5.6,15.2,72865,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"197677","2012338U",2013,8,3,1,27.099317,-80.124467,8.7,5.9,134560,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"197714","2012338U",2013,8,3,2,27.099317,-80.124467,6.7,4.7,134560,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"198564","2012350U",2013,9,28,2,26.982567,-80.024133,18.9,10.7,303353,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"198605","2012350U",2013,9,28,2,26.982567,-80.024133,18.9,10.7,303353,"DPRC",17,123,"LAC MAXI",35,0.5,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,1
"198757","2012350U",2013,9,28,1,26.982883,-80.023833,19.5,10.7,302698,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"199336","2012360U",2013,9,28,1,26.996033,-80.01565,22.7,12.2,283690,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"199578","2012360U",2013,9,28,2,26.99575,-80.015683,22.6,10.7,284346,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"199891","2012963U",2013,9,7,1,26.934117,-80.006467,25.1,17.2,373581,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"200104","2012963U",2013,9,7,2,26.934117,-80.006467,26.2,18.3,373581,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"200862","2012JL1U",2013,9,7,1,26.940817,-80.021217,23.9,13.7,363712,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"201217","2012JL2H",2013,9,7,2,26.946933,-80.022117,21.3,13.7,355182,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"201628","2012JL2U",2013,9,7,1,26.946933,-80.022117,20.7,15.2,355182,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"202575","2013004U",2013,7,30,2,27.1863167,-80.0415833,24.7,9.1,7459,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"202655","2013004U",2013,7,30,1,27.1841667,-80.04175,24.1,9.1,10739,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"203431","2013009U",2013,5,24,1,26.1282333,-80.0778833,27.7,13.7,1545068,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"203433","2013009U",2013,5,24,2,26.1282333,-80.0778833,27.4,12.2,1545068,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"204121","2013010U",2013,5,24,2,26.0832333,-80.0831333,23.5,12.2,1610658,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"204284","2013010U",2013,5,24,1,26.0832333,-80.0831333,26.4,12.2,1610658,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"204971","2013011U",2013,10,22,2,27.1368167,-80.1403167,5,6.1,80080,"SCRS",17,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"205136","2013011U",2013,10,22,1,27.137,-80.1403833,4.7,6.1,79424,"SCRS",17,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"205864","2013014U",2013,10,22,2,27.1256667,-80.1296667,4.6,6.1,95846,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"205906","2013014U",2013,10,22,1,27.12525,-80.1298333,4.6,6.1,96501,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"206688","2013015U",2013,10,8,1,27.1130833,-80.1233333,5.2,6.1,114226,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"207316","2013015U",2013,10,8,2,27.113,-80.1234667,5,6.1,114226,"RGSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"207770","2013022U",2013,10,8,1,27.0979667,-80.1263167,6.1,5.5,136525,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"208171","2013022U",2013,10,8,1,27.0979667,-80.1263167,6.1,5.5,136525,"CPSH",17,123,"LAC MAXI",38,0.5,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,1
"208177","2013022U",2013,10,8,2,27.0981333,-80.1262333,5.8,5,135869,"CPSH",17,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"209079","2013025U",2013,10,3,1,27.086,-80.0310833,21.8,9.1,153114,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"209083","2013025U",2013,10,3,2,27.0863833,-80.03135,22.1,9.1,152457,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"209822","2013026U",2013,10,4,1,27.0846,-80.03095,22.6,16.8,155082,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"209823","2013026U",2013,10,4,2,27.0846,-80.03095,22.7,9.1,155082,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"210714","2013028U",2013,10,4,1,27.0656833,-80.0343167,21.5,9.1,182628,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"210768","2013028U",2013,10,4,2,27.0656833,-80.0343167,22.1,9.9,182628,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"211403","2013030U",2013,10,4,2,27.0539,-80.0312167,24.4,9.9,199690,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"211441","2013030U",2013,10,4,1,27.0539,-80.0312167,23.9,9.1,199690,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"212304","2013032U",2013,10,4,2,27.0472167,-80.0310667,23.5,9.1,209530,"RGDP",17,123,"LAC MAXI",38,0.5,2,0,0,"RGDP1","SEFCRI",NA,NA,NA,1
"212374","2013032U",2013,10,4,2,27.0472167,-80.0310667,23.5,9.1,209530,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"212464","2013032U",2013,10,4,1,27.0465833,-80.0312667,21.5,9.1,210186,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"213152","2013033U",2013,10,4,2,27.04505,-80.0276,23,10.7,212817,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"213154","2013033U",2013,10,4,1,27.0445,-80.0274167,23.8,11.4,213474,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"213894","2013034U",2013,10,4,2,27.0357833,-80.0258333,22.9,10.7,225941,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"214041","2013034U",2013,10,4,1,27.0361667,-80.0261333,21.8,10.7,225284,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"214929","2013037U",2013,8,14,2,27.0287,-80.0648667,18.6,5.3,236360,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"214941","2013037U",2013,8,14,1,27.0287,-80.0648667,17.8,5.3,236360,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"215630","2013039U",2013,8,14,2,27.0235833,-80.06655,16.9,6.9,244228,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"215805","2013039U",2013,8,14,1,27.0235833,-80.06655,17.1,6.9,244228,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"216490","2013040U",2013,8,14,1,27.0186667,-80.0667167,16.5,6.9,251444,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"216491","2013040U",2013,8,14,2,27.0186667,-80.0667167,17.1,7.6,251444,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"217378","2013041U",2013,8,15,1,27.0115833,-80.0678,14.6,9.1,261282,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"217694","2013042U",2013,8,14,1,27.0037667,-80.02255,22.1,9.9,272524,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"217707","2013042U",2013,8,14,2,27.0034,-80.0224667,21.8,9.9,273180,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"218635","2013043U",2013,8,15,2,27.0019333,-80.06595,14.9,9.1,275718,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"218784","2013043U",2013,8,15,1,27.0019333,-80.06595,14.8,9.1,275718,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"219455","2013045H",2013,8,14,1,26.9913333,-80.0246833,19.8,9.1,290888,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"219848","2013045U",2013,8,14,2,26.9919,-80.0249667,20.4,7.6,289575,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"220271","2013046U",2013,8,14,2,26.9952333,-80.0244667,22.1,10.7,284984,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"220362","2013046U",2013,8,14,1,26.9942333,-80.0243333,21.3,10.7,286297,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"221107","2013048H",2013,8,14,1,26.9899667,-80.0076333,28.7,9.9,292234,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"221501","2013048U",2013,8,14,2,26.9898333,-80.0078333,27,10.7,292889,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"221907","2013050H",2013,8,14,2,26.9858667,-80.00815,26.7,12.2,298137,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"222344","2013050U",2013,8,14,1,26.9858667,-80.00815,25.5,12.2,298137,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"222830","2013053H",2013,7,18,2,26.9723167,-80.0055,27.6,9.1,317822,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"223170","2013053U",2013,7,18,1,26.9720833,-80.0059167,27.1,9.1,318478,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"223660","2013056U",2013,8,13,1,26.9508667,-80.0015667,28.5,10.7,349319,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"223719","2013056U",2013,8,13,2,26.9508667,-80.0015667,28.8,9.9,349319,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"224489","2013057U",2013,8,13,1,26.9301167,-80.0118,24.1,6.1,379475,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"224707","2013057U",2013,8,13,2,26.9301167,-80.0118,24.1,6.1,379475,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"225392","2013060U",2013,8,13,1,26.9219,-80.0004167,28.8,12.2,391305,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"225476","2013060U",2013,8,13,2,26.9218833,-80.0003667,29.1,12.2,391306,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"226366","2013062U",2013,8,13,1,26.89555,-80.0076167,25,9.1,429340,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"226693","2013062U",2013,8,13,2,26.895,-80.0079167,23.9,9.1,430651,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"227388","2013063U",2013,8,13,1,26.8924833,-80.00915,25,4.6,433929,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"227628","2013063U",2013,8,13,2,26.8924833,-80.00915,24.4,4.6,433929,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"228318","2013064U",2013,6,18,1,26.88405,-80.0023,25.9,15.2,446406,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"228629","2013064U",2013,6,18,2,26.8837667,-80.0022833,26.8,24.4,446406,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"229046","2013066U",2013,6,18,1,26.86915,-80.0187333,26.4,13,468022,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"229455","2013066U",2013,6,18,2,26.8687167,-80.01885,25.3,13.7,468678,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"230181","2013067U",2013,6,18,1,26.8674,-80.0066333,25.3,13.7,470670,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"230197","2013067U",2013,6,18,2,26.8666,-80.0059667,27,13,471983,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"231031","2013068U",2013,9,4,1,26.8623167,-80.0113833,21.3,11.4,477877,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"231127","2013068U",2013,9,4,2,26.8617833,-80.0112333,22.3,11.4,478533,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"231774","2013069U",2013,6,18,1,26.84995,-80.0084333,23.8,13.7,495595,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"231843","2013069U",2013,6,18,2,26.8504333,-80.0076333,24.4,16.8,494940,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"232558","2013070U",2013,9,4,1,26.8470167,-80.0124667,25.6,11.4,500179,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"232735","2013070U",2013,9,4,2,26.8466833,-80.01255,25,12.2,500835,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"233546","2013071U",2013,9,4,1,26.84485,-80.0064,23.8,10.7,503471,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"233668","2013071U",2013,9,4,2,26.84485,-80.0064,23.8,11.4,503471,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"234316","2013072U",2013,6,19,1,26.83945,-80.0199167,25.6,15.2,511316,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"234478","2013072U",2013,6,19,2,26.83945,-80.0199167,25.8,14.5,511316,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"235168","2013073U",2013,9,4,1,26.8386167,-79.9993,28,9.1,512013,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"235290","2013073U",2013,9,4,2,26.8404667,-79.9997667,27.9,11.4,509388,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"235782","2013074U",2013,9,4,2,26.8234333,-79.9993167,29.7,9.9,534317,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"235856","2013074U",2013,9,4,1,26.8232333,-79.9989833,29.9,9.9,534974,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"236550","2013075U",2013,6,19,2,26.8202167,-80.0146667,24.1,13,538879,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"236634","2013075U",2013,6,19,1,26.8204833,-80.0146167,24.5,12.2,538879,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"237446","2013076U",2013,6,19,1,26.8191,-80.0101167,23.3,16.8,540856,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"237484","2013076U",2013,6,19,2,26.8191,-80.0101167,23.5,14.5,540856,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"238198","2013077U",2013,6,19,1,26.8251833,-80.0065,27.9,13.7,531679,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
