"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","batch","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","habitat","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy","habitat2"
"1572249",150390,130,2,"1796780",1798288,19095,"TWA",33010087,38,0,3301,3,"NULL","ifl0204.dat",19095,"N",1,33010087,3301,3,26.7935,-80.0448,"2001-12-16",78,78,55,9,3,"4","NULL",3,10,2001,12,16,1,0,3,2,"3301008716122001","artificial"
"3284",150393,130,0,"1796661",1798169,19094,"TWA",33010106,53,0,3301,3,"NULL","ifl0204.dat",19094,"N",1,33010106,3301,3,0,0,"2001-12-30",78,75,45,10,4,"6","NULL",3,3,2001,12,30,0,0,1,0,"3301010630122001","lowreef"
"1572110",150394,130,1,"1796641",1798149,19094,"TWA",33010073,38,0,3301,3,"NULL","ifl0204.dat",19094,"N",1,33010073,3301,3,26.3243,-80.0615,"2001-12-30",76,75,40,9,4,"8","NULL",3,10,2001,12,30,1,0,2,1,"3301007330122001","artificial"
"1572068",150395,130,2,"1796599",1798107,19094,"TWA",33010092,38,0,3301,3,"NULL","ifl0204.dat",19094,"N",1,33010092,3301,3,26.0782,-80.0855,"2001-12-24",76,75,45,13,3,"7","NULL",3,3,2001,12,24,1,0,3,2,"3301009224122001","lowreef"
"3285",150397,130,0,"1796275",1797783,19095,"TWA",33010073,53,0,3301,3,"NULL","ifl0204.dat",19095,"N",1,33010073,3301,3,26.3243,-80.0615,"2001-12-30",76,75,40,9,4,"8","NULL",3,10,2001,12,30,0,0,1,0,"3301007330122001","artificial"
"3286",150398,130,0,"1796217",1797725,19095,"TWA",33010106,53,0,3301,3,"NULL","ifl0204.dat",19095,"N",1,33010106,3301,3,0,0,"2001-12-30",78,75,62,10,4,"6","NULL",3,3,2001,12,30,0,0,1,0,"3301010630122001","lowreef"
"1571875",150399,130,1,"1796334",1797842,19095,"TWA",33010092,38,0,3301,3,"NULL","ifl0204.dat",19095,"N",1,33010092,3301,3,26.0782,-80.0855,"2001-12-24",76,75,45,13,3,"7","NULL",3,3,2001,12,24,1,0,2,1,"3301009224122001","lowreef"
"3287",150401,130,0,"1745133",1746638,19095,"TWA",33010009,53,0,3301,3,"NULL","ifl0202.dat",19095,"N",1,33010009,3301,3,0,0,"2001-09-08",85,80,50,10,3,"8","NULL",1,3,2001,9,8,0,0,1,0,"33010009892001","lowreef"
"3288",150405,130,0,"1745224",1746729,19094,"TWA",33010009,53,0,3301,3,"NULL","ifl0202.dat",19094,"N",1,33010009,3301,3,0,0,"2001-09-22",85,80,30,10,4,"4","NULL",2,3,2001,9,22,0,0,1,0,"baseline","lowreef"
"1394215",150409,130,2,"1591597",1591633,19094,"TWA",33010087,38,0,3301,3,"NULL","4ifl0110.dat",19094,"N",1,33010087,3301,3,26.7935,-80.0448,"2001-08-18",85,82,30,8,2,"3","NULL",3,10,2001,8,18,1,0,3,2,"330100871882001","artificial"
"3289",150413,130,0,"1591802",1591838,19094,"TWA",33020001,53,0,3302,3,"NULL","4ifl0110.dat",19094,"N",1,33020001,3302,3,25.3162,-80.1867,"2001-07-15",80,84,80,9,2,"3","NULL",3,2,2001,7,15,0,0,1,0,"baseline","highreef"
"3290",150415,130,0,"1591458",1591494,19094,"TWA",33010065,53,0,3301,3,"NULL","4ifl0110.dat",19094,"N",1,33010065,3301,3,0,0,"2001-07-14",90,85,45,10,3,"7","NULL",2,3,2001,7,14,0,0,1,0,"baseline","lowreef"
"3291",150418,130,0,"1591300",1591336,19095,"TWA",33010009,54,0,3301,3,"NULL","4ifl0110.dat",19095,"N",1,33010009,3301,3,0,0,"2001-06-02",32,78,41,9,4,"7","NULL",3,3,2001,6,2,0,0,1,0,"33010009262001","lowreef"
"3292",150419,130,0,"1591256",1591292,19095,"TWA",33010009,53,0,3301,3,"NULL","4ifl0110.dat",19095,"N",1,33010009,3301,3,0,0,"2001-06-02",32,78,43,11,4,"4","NULL",3,3,2001,6,2,0,0,1,0,"33010009262001","lowreef"
"3293",150423,130,0,"1591147",1591183,19094,"TWA",33010009,53,0,3301,3,"NULL","4ifl0110.dat",19094,"N",1,33010009,3301,3,0,0,"2001-09-08",87,85,40,10,4,"8","NULL",2,2,2001,9,8,0,0,1,0,"33010009892001","highreef"
"1394311",150425,130,1,"1591693",1591729,19095,"TWA",33010092,38,0,3301,3,"NULL","4ifl0110.dat",19095,"N",1,33010092,3301,3,26.0722,-80.0857,"2001-08-25",32,82,56,9,4,"7","NULL",3,3,2001,8,25,1,0,2,1,"330100922582001","lowreef"
"3294",150426,130,0,"1591715",1591751,19095,"TWA",33010092,53,0,3301,3,"NULL","4ifl0110.dat",19095,"N",1,33010092,3301,3,26.0708,-80.0932,"2001-08-25",32,82,55,12,4,"7","NULL",3,3,2001,8,25,0,0,1,0,"330100922582001","lowreef"
"1394262",150427,130,1,"1591644",1591680,19094,"TWA",33010092,38,0,3301,3,"NULL","4ifl0110.dat",19094,"N",1,33010092,3301,3,26.0722,-80.0857,"2001-08-25",90,85,55,9,4,"6","NULL",3,3,2001,8,25,1,0,2,1,"330100922582001","lowreef"
"1394399",150428,130,3,"1591781",1591817,19094,"TWA",33010092,38,0,3301,3,"NULL","4ifl0110.dat",19094,"N",1,33010092,3301,3,26.0708,-80.0932,"2001-08-25",90,85,50,10,4,"6","NULL",3,3,2001,8,25,1,0,4,11,"330100922582001","lowreef"
"3295",150438,130,0,"2196843",2198820,19094,"TWA",33010203,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010203,3301,3,26.0563,-80.0972,"2002-08-04",0,85,25,14,3,"5","NULL",3,10,2002,8,4,0,1,1,0,"33010203482002","artificial"
"3296",150441,130,0,"1944239",1946203,19094,"TWA",33010072,53,0,3301,3,"NULL","ifl0207.dat",19094,"E",1,33010072,3301,3,26.126,-80.092,"2002-05-19",82,79,45,14,3,"9","NULL",2,10,2002,5,19,0,1,1,0,"330100721952002","artificial"
"3297",150443,130,0,"1944321",1946285,19095,"TWA",33010072,53,0,3301,3,"NULL","ifl0207.dat",19095,"N",1,33010072,3301,3,26.126,-80.092,"2002-05-19",82,79,45,14,3,"9","NULL",2,10,2002,5,19,0,0,1,0,"330100721952002","artificial"
"3298",150445,130,0,"1943850",1945814,19094,"TWA",33010009,53,0,3301,3,"NULL","ifl0207.dat",19094,"E",1,33010009,3301,3,0,0,"2002-06-29",83,85,30,9,3,"4","NULL",3,3,2002,6,29,0,1,1,0,"330100092962002","lowreef"
"3299",150446,130,0,"1944119",1946083,19094,"TWA",33010009,53,0,3301,3,"NULL","ifl0207.dat",19094,"E",1,33010009,3301,3,0,0,"2002-06-29",86,86,45,10,4,"7","NULL",2,2,2002,6,29,0,1,1,0,"330100092962002","highreef"
"3300",150451,130,0,"1839214",1841176,19094,"TWA",33010001,53,0,3301,3,"NULL","ow0205.dat",19094,"N",1,33010001,3301,3,0,0,"2002-03-22",85,78,60,11,3,"3","NULL",3,2,2002,3,22,0,0,1,0,"baseline","highreef"
"3301",150453,130,0,"1839186",1841148,19094,"TWA",33010001,53,0,3301,3,"NULL","ow0205.dat",19094,"N",1,33010001,3301,3,0,0,"2002-03-14",80,75,30,15,2,"3","NULL",3,3,2002,3,14,0,0,1,0,"baseline","lowreef"
"3302",150454,130,0,"1838977",1840939,19094,"TWA",33010122,53,0,3301,3,"NULL","ow0205.dat",19094,"N",1,33010122,3301,3,0,0,"2002-03-16",80,74,30,9,3,"8","NULL",3,10,2002,3,16,0,0,1,0,"330101221632002","artificial"
"1606276",150456,130,1,"1839057",1841019,19095,"TWA",33010092,38,0,3301,3,"NULL","ow0205.dat",19095,"N",1,33010092,3301,3,0,0,"2002-02-02",75,73,64,12,4,"7","NULL",3,2,2002,2,2,1,0,2,1,"33010092222002","highreef"
"2047054",150457,130,2,"2351882",2353864,19095,"TWA",34030023,38,0,3403,3,"NULL","ikeys0302.dat",19095,"N",1,34030023,3403,3,25.1363,-80.2903,"2002-07-06",82,84,48,14,3,"4","NULL",3,2,2002,7,6,1,0,3,2,"34030023672002","highreef"
"3303",150459,130,0,"1839014",1840976,19095,"TWA",33010122,53,0,3301,3,"NULL","ow0205.dat",19095,"N",1,33010122,3301,3,0,0,"2002-03-16",80,74,30,9,3,"8","NULL",3,10,2002,3,16,0,0,1,0,"330101221632002","artificial"
"3304",150460,130,0,"2196407",2198384,19095,"TWA",33010001,53,0,3301,3,"NULL","hoelval0209.dat",19095,"N",1,33010001,3301,3,0,0,"2002-06-30",82,82,53,9,3,"3","NULL",3,3,2002,6,30,0,0,1,0,"330100013062002","lowreef"
"3305",150461,130,0,"2196371",2198348,19094,"TWA",33010122,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010122,3301,3,26.3018,-80.0617,"2002-07-04",84,86,50,19,3,"8","NULL",2,10,2002,7,4,0,1,1,0,"baseline","artificial"
"3306",150462,130,0,"2196576",2198553,19094,"TWA",33010001,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010001,3301,3,0,0,"2002-07-04",88,86,60,10,3,"3","NULL",3,3,2002,7,4,0,1,1,0,"33010001472002","lowreef"
"3307",150465,130,0,"2196633",2198610,19095,"TWA",33010001,53,0,3301,3,"NULL","hoelval0209.dat",19095,"N",1,33010001,3301,3,0,0,"2002-07-04",0,0,50,10,3,"3","NULL",2,3,2002,7,4,0,0,1,0,"33010001472002","lowreef"
"2047095",150466,130,2,"2351923",2353905,19095,"TWA",34030005,38,0,3403,3,"NULL","ikeys0302.dat",19095,"N",1,34030005,3403,3,25.1225,-80.2975,"2002-07-06",84,86,57,15,3,"4","NULL",3,2,2002,7,6,1,0,3,2,"34030005672002","highreef"
"3308",150469,130,0,"2196996",2198973,19094,"TWA",33010107,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010107,3301,3,26.2488,-80.0662,"2002-08-10",87,86,45,19,4,"7","NULL",3,6,2002,8,10,0,1,1,0,"330101071082002","dropoff"
"3309",150470,130,0,"2197129",2199106,19094,"TWA",33010065,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010065,3301,3,0,0,"2002-07-28",85,83,40,10,3,"7","NULL",3,6,2002,7,28,0,1,1,0,"baseline","dropoff"
"3310",150472,130,0,"2195694",2197671,19094,"TWA",33010001,53,0,3301,3,"NULL","hoelval0209.dat",19094,"E",1,33010001,3301,3,0,0,"2002-08-03",85,85,115,9,3,"3","NULL",3,1,2002,8,3,0,1,1,0,"33010001382002","mixed"
"3311",150473,130,0,"2022590",2024556,19703,"TWA",34080019,53,0,3408,3,"NULL","ikeys0209.dat",19703,"N",1,34080019,3408,3,0,0,"2002-01-20",0,0,31,16,3,"4","NULL",3,2,2002,1,20,0,0,1,0,"340800192012002","highreef"
"3312",150512,130,0,"2403392",2405390,3528,"TWA",34040004,53,0,3404,3,"NULL","ikeys0304.dat",3528,"N",1,34040004,3404,3,0,0,"2003-03-29",0,0,50,10,2,"1","NULL",2,1,2003,3,29,0,0,1,0,"340400042932003","mixed"
"3313",150517,130,0,"2021587",2023553,3528,"TWA",34040004,53,0,3404,3,"NULL","ikeys0209.dat",3528,"N",1,34040004,3404,3,0,0,"2002-08-14",0,0,90,11,3,"1","NULL",2,3,2002,8,14,0,0,1,0,"baseline","lowreef"
"3314",150518,130,0,"2403349",2405347,18167,"TWA",34040004,53,0,3404,3,"NULL","ikeys0304.dat",18167,"N",1,34040004,3404,3,0,0,"2003-03-29",0,0,60,11,2,"1","NULL",3,1,2003,3,29,0,0,1,0,"340400042932003","mixed"
"3315",150519,130,0,"2021658",2023624,3528,"TWA",34030046,66,0,3403,3,"NULL","ikeys0209.dat",3528,"N",1,34030046,3403,3,0,0,"2002-08-06",0,0,50,11,2,"2","NULL",3,1,2002,8,6,0,0,1,0,"34030046682002","mixed"
"3316",150520,130,0,"2021692",2023658,3528,"TWA",34030009,53,0,3403,3,"NULL","ikeys0209.dat",3528,"N",1,34030009,3403,3,0,0,"2002-08-06",0,0,60,8,4,"4","NULL",3,2,2002,8,6,0,0,1,0,"34030009682002","highreef"
"3317",150521,130,0,"2021627",2023593,3528,"TWA",34040001,66,0,3404,3,"NULL","ikeys0209.dat",3528,"N",1,34040001,3404,3,0,0,"2002-08-06",0,0,50,10,3,"1","NULL",2,2,2002,8,6,0,0,1,0,"34040001682002","highreef"
"2153527",150522,130,2,"2479616",2481618,3528,"TWA",34040004,38,0,3404,3,"NULL","keys0306.dat",3528,"N",1,34040004,3404,3,0,0,"2003-05-04",0,0,60,10,3,"1","NULL",2,1,2003,5,4,1,0,3,2,"baseline","mixed"
"2153475",150523,130,2,"2479564",2481566,18167,"TWA",34040004,38,0,3404,3,"NULL","keys0306.dat",18167,"N",1,34040004,3404,3,0,0,"2003-05-25",0,0,75,11,3,"1","NULL",3,1,2003,5,25,1,0,3,2,"340400042552003","mixed"
"1573143",150793,130,1,"1797674",1799182,5624,"TWA",34040025,38,0,3404,3,"NULL","ikeys0204.dat",5624,"N",1,34040025,3404,3,0,0,"2002-03-26",79,75,55,11,3,"4","NULL",3,3,2002,3,26,1,0,2,1,"baseline","lowreef"
"1273200",150851,130,1,"1433703",1433727,19840,"TWA",34040004,38,0,3404,3,"NULL","keys0108.dat",19840,"N",1,34040004,3404,3,0,0,"2001-07-12",84,84,50,11,4,"4","NULL",3,1,2001,7,12,1,0,2,1,"340400041272001","mixed"
"1273262",150886,130,1,"1433765",1433789,19840,"TWA",34040004,38,0,3404,3,"NULL","keys0108.dat",19840,"N",1,34040004,3404,3,0,0,"2001-07-12",85,84,80,9,4,"4","NULL",3,1,2001,7,12,1,0,2,1,"340400041272001","mixed"
"1315111",150915,130,1,"1487482",1487507,17787,"TWA",34030009,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030009,3403,3,0,0,"2001-07-18",83,0,60,13,3,"1","NULL",2,2,2001,7,18,1,0,2,1,"baseline","highreef"
"1315157",150916,130,2,"1487528",1487553,17787,"TWA",34030045,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030045,3403,3,0,0,"2001-07-18",81,0,90,11,2,"1","NULL",0,3,2001,7,18,1,0,3,2,"340300451872001","lowreef"
"1315485",150921,130,2,"1487904",1487929,17787,"TWA",34030004,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030004,3403,3,0,0,"2001-07-31",79,0,75,14,2,"1","NULL",3,1,2001,7,31,1,0,3,2,"340300043172001","mixed"
"3327",150923,130,0,"1487927",1487952,17787,"TWA",34030005,53,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030005,3403,3,0,0,"2001-08-06",80,0,45,15,2,"1","NULL",2,1,2001,8,6,0,0,1,0,"baseline","mixed"
"1315562",150924,130,1,"1487981",1488006,17787,"TWA",34030004,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030004,3403,3,0,0,"2001-08-06",80,0,60,14,2,"1","NULL",2,3,2001,8,6,1,0,2,1,"baseline","lowreef"
"1315415",150925,130,2,"1487834",1487859,17787,"TWA",34030004,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030004,3403,3,0,0,"2001-07-16",83,0,60,14,2,"1","NULL",3,3,2001,7,16,1,0,3,2,"340300041672001","lowreef"
"3328",150927,130,0,"1488462",1488487,17785,"TWA",34030009,53,0,3403,3,"NULL","klep0108.dat",17785,"N",1,34030009,3403,3,0,0,"2001-08-10",82,0,60,15,3,"1","NULL",1,2,2001,8,10,0,0,1,0,"340300091082001","highreef"
"1315615",150929,130,1,"1488034",1488059,17787,"TWA",34030009,38,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030009,3403,3,0,0,"2001-08-10",82,0,60,15,3,"1","NULL",1,2,2001,8,10,1,0,2,1,"340300091082001","highreef"
"3329",150930,130,0,"1488061",1488086,17787,"TWA",34030045,53,0,3403,3,"NULL","klep0108.dat",17787,"N",1,34030045,3403,3,0,0,"2001-08-10",86,0,45,16,2,"1","NULL",3,1,2001,8,10,0,0,1,0,"340300451082001","mixed"
"3330",151094,130,0,"1506200",1506225,20664,"TWA",34030004,66,0,3403,3,"NULL","keys0109.dat",20664,"N",1,34030004,3403,3,0,0,"2001-07-31",0,0,90,14,3,"1","NULL",3,1,2001,7,31,0,0,1,0,"340300043172001","mixed"
"3331",151095,130,0,"1506222",1506247,20664,"TWA",34040024,53,0,3404,3,"NULL","keys0109.dat",20664,"N",1,34040024,3404,3,24.9927,-80.4088,"2001-08-05",82,82,60,11,4,"4","NULL",3,1,2001,8,5,0,0,1,0,"baseline","mixed"
"1389178",151096,130,2,"1586272",1586308,20664,"TWA",34030009,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030009,3403,3,0,0,"2001-08-07",82,82,60,10,3,"5","NULL",2,2,2001,8,7,1,0,3,2,"34030009782001","highreef"
"1389237",151097,130,3,"1586381",1586417,20664,"TWA",34030009,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030009,3403,3,0,0,"2001-09-16",82,82,60,10,3,"5","NULL",3,2,2001,9,16,1,0,4,11,"baseline","highreef"
"3332",151100,130,0,"1801250",1802758,20664,"TWA",34040004,53,0,3404,3,"NULL","ikeys0204.dat",20664,"N",1,34040004,3404,3,0,0,"2001-08-11",82,82,52,11,3,"4","NULL",3,3,2001,8,11,0,0,1,0,"baseline","lowreef"
"1577707",151101,130,1,"1802263",1803771,20664,"TWA",34030023,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030023,3403,3,0,0,"2002-04-06",79,79,56,9,3,"5","NULL",3,2,2002,4,6,1,0,2,1,"baseline","highreef"
"1577758",151102,130,2,"1802314",1803822,20664,"TWA",34030071,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030071,3403,3,24.9817,-80.4225,"2002-04-03",79,77,58,9,3,"4","NULL",3,1,2002,4,3,1,0,3,2,"baseline","mixed"
"1577598",151103,130,2,"1802154",1803662,20664,"TWA",34030004,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030004,3403,3,0,0,"2002-04-06",79,79,57,15,4,"5","NULL",3,4,2002,4,6,1,0,3,2,"baseline","dropoff"
"3333",151104,130,0,"1850727",1852689,12725,"TWA",34030009,53,0,3403,3,"NULL","keys0205.dat",12725,"E",1,34030009,3403,3,0,0,"2002-04-30",0,0,56,10,6,"4","NULL",3,2,2002,4,30,0,1,1,0,"baseline","highreef"
"1577265",151105,130,2,"1801821",1803329,20664,"TWA",34030008,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030008,3403,3,0,0,"2002-03-23",79,77,64,10,3,"5","NULL",3,2,2002,3,23,1,0,3,2,"baseline","highreef"
"1389348",151106,130,2,"1586533",1586569,20664,"TWA",34030014,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030014,3403,3,0,0,"2001-09-28",82,82,55,11,3,"4","NULL",3,3,2001,9,28,1,0,3,2,"baseline","lowreef"
"1389295",151108,130,2,"1586480",1586516,20664,"TWA",34030009,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030009,3403,3,0,0,"2001-09-24",82,82,60,10,3,"4","NULL",3,2,2001,9,24,1,0,3,2,"baseline","highreef"
"1388827",151109,130,1,"1585921",1585957,20664,"TWA",34030071,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030071,3403,3,24.9817,-80.4225,"2001-09-21",82,80,61,11,3,"4","NULL",2,3,2001,9,21,1,0,2,1,"baseline","lowreef"
"1389454",151110,130,2,"1586639",1586675,20664,"TWA",34030011,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030011,3403,3,0,0,"2001-10-03",82,82,57,14,3,"4","NULL",3,10,2001,10,3,1,0,3,2,"baseline","artificial"
"1389400",151111,130,2,"1586585",1586621,20664,"TWA",34030008,38,0,3403,3,"NULL","keys0110.dat",20664,"N",1,34030008,3403,3,0,0,"2001-10-03",82,82,57,13,3,"5","NULL",3,2,2001,10,3,1,0,3,2,"baseline","highreef"
"1577473",151112,130,2,"1802029",1803537,20664,"TWA",34030008,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030008,3403,3,0,0,"2002-03-30",77,77,50,15,3,"5","NULL",3,2,2002,3,30,1,0,3,2,"baseline","highreef"
"1577538",151113,130,2,"1802094",1803602,20664,"TWA",34030008,38,0,3403,3,"NULL","ikeys0204.dat",20664,"N",1,34030008,3403,3,0,0,"2002-04-01",77,77,51,15,3,"5","NULL",3,2,2002,4,1,1,0,3,2,"baseline","highreef"
"3334",151129,130,0,"2489833",2491835,17962,"TWA",34080014,53,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080014,3408,3,0,0,"2003-06-02",84,83,22,10,4,"9","NULL",3,10,2003,6,2,0,1,1,0,"baseline","artificial"
"2164741",151131,130,2,"2491281",2493283,17962,"TWA",34080009,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080009,3408,3,0,0,"2003-05-23",84,84,37,15,2,"4","NULL",3,3,2003,5,23,1,1,3,2,"baseline","lowreef"
"2164790",151132,130,2,"2491330",2493332,17962,"TWA",34080040,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080040,3408,3,0,0,"2003-05-23",84,84,40,16,2,"4","NULL",3,3,2003,5,23,1,1,3,2,"baseline","lowreef"
"2164678",151133,130,2,"2491218",2493220,17962,"TWA",34080008,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080008,3408,3,0,0,"2003-05-22",84,84,42,11,3,"4","NULL",3,1,2003,5,22,1,1,3,2,"baseline","mixed"
"2164609",151134,130,2,"2491149",2493151,17962,"TWA",34080003,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080003,3408,3,0,0,"2003-05-22",84,84,39,10,3,"4","NULL",3,1,2003,5,22,1,1,3,2,"baseline","mixed"
"2164970",151135,130,2,"2491510",2493512,17962,"TWA",34080008,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080008,3408,3,0,0,"2003-05-20",84,84,34,16,3,"4","NULL",3,1,2003,5,20,1,1,3,2,"baseline","mixed"
"2165027",151136,130,2,"2491567",2493569,17962,"TWA",34080003,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080003,3408,3,0,0,"2003-05-20",84,84,29,15,3,"4","NULL",3,2,2003,5,20,1,1,3,2,"baseline","highreef"
"2164912",151137,130,2,"2491452",2493454,17962,"TWA",34080004,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080004,3408,3,0,0,"2003-05-14",84,84,48,15,3,"4","NULL",3,3,2003,5,14,1,1,3,2,"baseline","lowreef"
"2164844",151138,130,2,"2491384",2493386,17962,"TWA",34080003,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080003,3408,3,0,0,"2003-05-14",84,84,51,16,3,"4","NULL",3,1,2003,5,14,1,1,3,2,"baseline","mixed"
"1557831",151141,130,2,"1781422",1782927,17962,"TWA",34080018,38,0,3408,3,"NULL","keys0203.dat",17962,"N",1,34080018,3408,3,0,0,"2002-03-17",77,76,30,16,5,"3","NULL",2,2,2002,3,17,1,0,3,2,"340800181732002","highreef"
"3335",151142,130,0,"1781515",1783020,22546,"TWA",34080004,17,0,3408,3,"NULL","keys0203.dat",22546,"N",1,34080004,3408,3,0,0,"2001-11-29",78,77,35,16,1,"3","NULL",3,3,2001,11,29,0,0,1,0,"3408000429112001","lowreef"
"1557946",151143,130,2,"1781537",1783042,22546,"TWA",34080003,38,0,3408,3,"NULL","keys0203.dat",22546,"N",1,34080003,3408,3,0,0,"2001-11-29",78,77,43,16,1,"3","NULL",3,3,2001,11,29,1,0,3,2,"3408000329112001","lowreef"
"1557217",151144,130,2,"1780808",1782313,17962,"TWA",34080003,38,0,3408,3,"NULL","keys0203.dat",17962,"N",1,34080003,3408,3,0,0,"2001-11-29",79,77,42,15,2,"3","NULL",3,3,2001,11,29,1,0,3,2,"3408000329112001","lowreef"
"1557183",151145,130,2,"1780774",1782279,17962,"TWA",34080004,38,0,3408,3,"NULL","keys0203.dat",17962,"N",1,34080004,3408,3,0,0,"2001-11-29",79,79,35,16,2,"3","NULL",3,3,2001,11,29,1,0,3,2,"3408000429112001","lowreef"
"1331689",151147,130,2,"1508443",1508468,17962,"TWA",34080001,38,0,3408,3,"NULL","fkcc0109.dat",17962,"N",1,34080001,3408,3,24.4792,-81.7163,"2001-08-23",87,84,49,10,3,"3","NULL",3,1,2001,8,23,1,0,3,2,"340800012382001","mixed"
"1557032",151148,130,2,"1780623",1782128,17962,"TWA",34080026,38,0,3408,3,"NULL","keys0203.dat",17962,"N",1,34080026,3408,3,24.4687,-81.7262,"2001-11-17",79,77,50,15,3,"4","NULL",3,2,2001,11,17,1,0,3,2,"3408002617112001","highreef"
"1331616",151149,130,3,"1508370",1508395,17962,"TWA",34080001,38,0,3408,3,"NULL","fkcc0109.dat",17962,"N",1,34080001,3408,3,24.4667,-81.7163,"2001-08-23",87,84,50,12,3,"4","NULL",3,1,2001,8,23,1,0,4,11,"340800012382001","mixed"
"2164419",151151,130,2,"2490902",2492904,17962,"TWA",34080004,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080004,3408,3,0,0,"2003-06-05",84,84,51,10,3,"4","NULL",3,3,2003,6,5,1,1,3,2,"baseline","lowreef"
"2164485",151152,130,2,"2490968",2492970,17962,"TWA",34080018,38,0,3408,3,"NULL","ikeys0307.dat",17962,"E",1,34080018,3408,3,0,0,"2003-06-06",84,84,49,11,3,"3","NULL",3,2,2003,6,6,1,1,3,2,"baseline","highreef"
"1273073",151265,130,2,"1433576",1433600,19840,"TWA",34080018,38,0,3408,3,"NULL","keys0108.dat",19840,"N",1,34080018,3408,3,0,0,"2001-07-21",84,84,50,16,2,"4","NULL",3,2,2001,7,21,1,0,3,2,"340800182172001","highreef"
"1273134",151269,130,2,"1433637",1433661,19840,"TWA",34080018,38,0,3408,3,"NULL","keys0108.dat",19840,"N",1,34080018,3408,3,0,0,"2001-07-21",84,83,60,15,2,"4","NULL",3,2,2001,7,21,1,0,3,2,"340800182172001","highreef"
"3347",151793,130,0,"1585497",1585533,15687,"TWA",34030009,53,0,3403,3,"NULL","keys0110.dat",15687,"N",1,34030009,3403,3,0,0,"2001-08-29",85,85,60,12,4,"7","NULL",2,3,2001,8,29,0,0,1,0,"340300092982001","lowreef"
"3348",151794,130,0,"1585464",1585500,15687,"TWA",34030009,53,0,3403,3,"NULL","keys0110.dat",15687,"N",1,34030009,3403,3,0,0,"2001-08-29",85,85,60,13,4,"7","NULL",2,3,2001,8,29,0,0,1,0,"340300092982001","lowreef"
"1388351",151795,130,1,"1585445",1585481,15687,"TWA",34030023,38,0,3403,3,"NULL","keys0110.dat",15687,"N",1,34030023,3403,3,0,0,"2001-08-25",85,85,40,11,2,"3","NULL",3,1,2001,8,25,1,0,2,1,"baseline","mixed"
"1510555",151810,130,2,"1722350",1723854,12725,"TWA",34030009,38,0,3403,3,"NULL","keys0201.dat",12725,"N",1,34030009,3403,3,0,0,"2001-11-27",0,0,51,9,3,"4","NULL",2,2,2001,11,27,1,0,3,2,"baseline","highreef"
"1510632",151811,130,1,"1722427",1723931,12725,"TWA",34030009,38,0,3403,3,"NULL","keys0201.dat",12725,"N",1,34030009,3403,3,0,0,"2001-11-29",78,78,40,14,4,"4","NULL",3,2,2001,11,29,1,0,2,1,"baseline","highreef"
"1510854",151812,130,2,"1722649",1724153,12725,"TWA",34030008,38,0,3403,3,"NULL","keys0201.dat",12725,"N",1,34030008,3403,3,0,0,"2001-11-30",78,78,52,11,4,"5","NULL",3,2,2001,11,30,1,0,3,2,"baseline","highreef"
