"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","ZONE_NR","SUBREGION_NR","MPA_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","PROT","STRAT","REGION","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"598599","195U",2001,8,10,1,25.4106333,-80.1518332,6.6,8,8161554,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"598635","195U",2001,8,10,1,25.4106333,-80.1518332,6.6,8,8161554,"ISOL_MR",2,12,0,123,"LAC MAXI",30,1.5,1,0,"MCPR","FLA KEYS",NA,NA,2
"599239","196U",2001,8,10,2,25.4338833,-80.1649332,4.6,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",15,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"599253","196U",2001,8,10,1,25.4338833,-80.1649332,4.4,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",30,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"599265","196U",2001,8,10,2,25.4338833,-80.1649332,4.6,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",32,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"599409","196U",2001,8,10,1,25.4338833,-80.1649332,4.4,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",27,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"599410","196U",2001,8,10,1,25.4338833,-80.1649332,4.4,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",25,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"599449","196U",2001,8,10,1,25.4338833,-80.1649332,4.4,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"599460","196U",2001,8,10,2,25.4338833,-80.1649332,4.6,8,8135317,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"600092","197U",2001,8,10,1,25.4639333,-80.1681832,4.7,8,8131583,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"600114","197U",2001,8,10,2,25.4639333,-80.1681832,4.3,8,8131583,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"600874","198U",2001,8,10,1,25.4748334,-80.1523999,5.5,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",35,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"600957","198U",2001,8,10,2,25.4748334,-80.1523999,5.8,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",8,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"600971","198U",2001,8,10,1,25.4748334,-80.1523999,5.5,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",10,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"600999","198U",2001,8,10,1,25.4748334,-80.1523999,5.5,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"601009","198U",2001,8,10,1,25.4748334,-80.1523999,5.5,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",40,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"601010","198U",2001,8,10,2,25.4748334,-80.1523999,5.8,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"601064","198U",2001,8,10,2,25.4748334,-80.1523999,5.8,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",12,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"601085","198U",2001,8,10,2,25.4748334,-80.1523999,5.8,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",37,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"601111","198U",2001,8,10,2,25.4748334,-80.1523999,5.8,8,8161589,"ISOL_MR",2,12,0,123,"LAC MAXI",32,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"602068","199U",2001,8,11,1,24.9848,-80.4161166,5.2,8,7666317,"SPGR_HR",4,11,0,123,"LAC MAXI",16,1,1,0,"HRRF","FLA KEYS",NA,NA,1
"602562","199U",2001,8,11,2,24.9848,-80.4161166,5.5,8,7666317,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"602807","199U",2001,8,11,3,24.9848,-80.4161166,5.5,8,7666317,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"603011","199U",2001,8,11,4,24.9848,-80.4161166,5.2,8,7666317,"SPGR_HR",4,11,0,123,"LAC MAXI",-9,1,2,0,"HRRF","FLA KEYS",NA,NA,1
"604148","200U",2001,8,11,4,24.9871501,-80.4113666,3.7,8,7677569,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"604185","200U",2001,8,11,2,24.9871501,-80.4113666,3.1,8,7677569,"SPGR_HR",4,11,0,123,"LAC MAXI",-9,0,3,0,"HRRF","FLA KEYS",NA,NA,0
"604309","200U",2001,8,11,1,24.9871501,-80.4113666,4.6,8,7677569,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"604473","200U",2001,8,11,3,24.9871501,-80.4113666,3.1,8,7677569,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"605217","201U",2001,8,13,2,24.7007167,-80.9659333,4.4,8,6627410,"ISOL_MR",2,9,0,123,"LAC MAXI",27,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"605232","201U",2001,8,13,1,24.7007167,-80.9659333,4.3,8,6627410,"ISOL_MR",2,9,0,123,"LAC MAXI",33,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"605248","201U",2001,8,13,2,24.7007167,-80.9659333,4.4,8,6627410,"ISOL_MR",2,9,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"605350","201U",2001,8,13,1,24.7007167,-80.9659333,4.3,8,6627410,"ISOL_MR",2,9,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"605948","202U",2001,8,13,1,24.7021667,-80.96355,4.3,8,6631160,"ISOL_MR",2,9,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"606308","202U",2001,8,13,1,24.7021667,-80.96355,4.3,8,6631160,"ISOL_MR",2,9,0,123,"LAC MAXI",32,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"606435","202U",2001,8,13,2,24.7021667,-80.96355,4.4,8,6631160,"ISOL_MR",2,9,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"607110","203U",2001,8,14,2,24.6938334,-81.0168999,6.7,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",40,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607218","203U",2001,8,14,2,24.6938334,-81.0168999,6.7,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",35,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607244","203U",2001,8,14,2,24.6938334,-81.0168999,6.7,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",70,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607258","203U",2001,8,14,2,24.6938334,-81.0168999,6.7,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",53,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607312","203U",2001,8,14,1,24.6938334,-81.0168999,6.3,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"607326","203U",2001,8,14,2,24.6938334,-81.0168999,6.7,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",33,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607341","203U",2001,8,14,1,24.6938334,-81.0168999,6.3,8,6529906,"ISOL_MR",2,9,0,123,"LAC MAXI",40,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"607935","204U",2001,8,14,2,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",-9,0,3,1,"MCPR","FLA KEYS",NA,NA,0
"608016","204U",2001,8,14,1,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",20,0.5,1,1,"MCPR","FLA KEYS",NA,NA,1
"608020","204U",2001,8,14,2,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"608043","204U",2001,8,14,1,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",25,0.5,1,1,"MCPR","FLA KEYS",NA,NA,1
"608044","204U",2001,8,14,1,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",15,0.5,1,1,"MCPR","FLA KEYS",NA,NA,1
"608069","204U",2001,8,14,1,24.9338833,-80.5493666,6.1,8,7415039,"ISOL_MR",2,10,10,123,"LAC MAXI",40,0.5,1,1,"MCPR","FLA KEYS",NA,NA,1
"608760","205U",2001,8,14,2,24.9387167,-80.4957499,6.4,8,7516292,"CONT_LR",4,10,0,123,"LAC MAXI",20,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"608870","205U",2001,8,14,1,24.9387167,-80.4957499,6.4,8,7516292,"CONT_LR",4,10,0,123,"LAC MAXI",16,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"608873","205U",2001,8,14,2,24.9387167,-80.4957499,6.4,8,7516292,"CONT_LR",4,10,0,123,"LAC MAXI",18,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"608914","205U",2001,8,14,2,24.9387167,-80.4957499,6.4,8,7516292,"CONT_LR",4,10,0,123,"LAC MAXI",16,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"608915","205U",2001,8,14,2,24.9387167,-80.4957499,6.4,8,7516292,"CONT_LR",4,10,0,123,"LAC MAXI",15,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"609729","206U",2001,8,14,1,24.9383001,-80.4840999,6.6,8,7538792,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"609851","206U",2001,8,14,2,24.9383001,-80.4840999,6.7,8,7538792,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"610354","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",18,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"610390","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",17.5,0.25,1,0,"OFPR","FLA KEYS",NA,NA,1
"610397","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",20,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"610522","207U",2001,8,14,2,24.9504501,-80.5017499,3.5,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",35,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"610571","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",15,2,1,0,"OFPR","FLA KEYS",NA,NA,2
"610580","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",10,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"610604","207U",2001,8,14,2,24.9504501,-80.5017499,3.5,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",17,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"610606","207U",2001,8,14,2,24.9504501,-80.5017499,3.5,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",19,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"610637","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",12.5,0.25,1,0,"OFPR","FLA KEYS",NA,NA,1
"610795","207U",2001,8,14,2,24.9504501,-80.5017499,3.5,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",13,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"610849","207U",2001,8,14,1,24.9504501,-80.5017499,4.1,8,7505048,"ISOL_MR",3,10,0,123,"LAC MAXI",40,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611101","208U",2001,8,14,2,24.9629501,-80.4850666,4.3,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",19,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611169","208U",2001,8,14,2,24.9629501,-80.4850666,4.3,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",17,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"611208","208U",2001,8,14,2,24.9629501,-80.4850666,4.3,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",15,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611467","208U",2001,8,14,1,24.9629501,-80.4850666,4.1,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",30,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611512","208U",2001,8,14,1,24.9629501,-80.4850666,4.1,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",10,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611579","208U",2001,8,14,1,24.9629501,-80.4850666,4.1,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",18,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"611659","208U",2001,8,14,1,24.9629501,-80.4850666,4.1,8,7535055,"ISOL_MR",3,10,0,123,"LAC MAXI",25,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"611872","209U",2001,8,14,2,24.9780001,-80.4227332,9.9,8,7655064,"SPGR_LR",4,11,0,123,"LAC MAXI",-9,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"611925","209U",2001,8,14,2,24.9780001,-80.4227332,9.9,8,7655064,"SPGR_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"612185","209U",2001,8,14,1,24.9780001,-80.4227332,8.5,8,7655064,"SPGR_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"612760","210U",2001,8,14,1,24.9883667,-80.4037666,4.4,8,7688819,"RUBB_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"612774","210U",2001,8,14,2,24.9883667,-80.4037666,4.3,8,7688819,"RUBB_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"613529","211U",2001,8,14,1,24.9903834,-80.4107666,7,8,7677571,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"613640","211U",2001,8,14,2,24.9903834,-80.4107666,6.3,8,7677571,"SPGR_HR",4,11,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"614861","212U",2001,8,15,1,24.9041334,-80.6070999,1.7,8,7306272,"ISOL_MR",2,10,11,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"615296","212U",2001,8,15,2,24.9041334,-80.6070999,1.9,8,7306272,"ISOL_MR",2,10,11,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"616141","213U",2001,8,15,2,24.9041334,-80.6149666,4,8,7291272,"ISOL_MR",2,10,11,123,"LAC MAXI",-9,0.5,2,1,"MCPR","FLA KEYS",NA,NA,1
"616202","213U",2001,8,15,1,24.9041334,-80.6149666,2,8,7291272,"ISOL_MR",2,10,11,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"616213","213U",2001,8,15,2,24.9041334,-80.6149666,4,8,7291272,"ISOL_MR",2,10,11,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"617759","214U",2001,8,15,3,24.9088167,-80.5256499,4.3,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",18,1,1,0,"FSLR","FLA KEYS",NA,NA,1
"617794","214U",2001,8,15,4,24.9088167,-80.5256499,4.3,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"617795","214U",2001,8,15,1,24.9088167,-80.5256499,4.9,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"617799","214U",2001,8,15,2,24.9088167,-80.5256499,3.7,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"617810","214U",2001,8,15,3,24.9088167,-80.5256499,4.3,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",22,1,1,0,"FSLR","FLA KEYS",NA,NA,1
"618528","215U",2001,8,15,1,24.9227834,-80.5051332,7.3,8,7497533,"SPGR_HR",4,10,9,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"618605","215U",2001,8,15,2,24.9227834,-80.5051332,5.3,8,7497533,"SPGR_HR",4,10,9,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"619522","216U",2001,8,15,2,24.9352334,-80.5478666,6.1,8,7418790,"ISOL_MR",2,10,10,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"619567","216U",2001,8,15,1,24.9352334,-80.5478666,6.3,8,7418790,"ISOL_MR",2,10,10,123,"LAC MAXI",15,0.5,1,1,"MCPR","FLA KEYS",NA,NA,1
"619578","216U",2001,8,15,1,24.9352334,-80.5478666,6.3,8,7418790,"ISOL_MR",2,10,10,123,"LAC MAXI",0,0,1,1,"MCPR","FLA KEYS",NA,NA,0
"620311","217U",2001,8,15,1,24.9509667,-80.4543499,13.6,8,7595049,"SPGR_LR",4,10,8,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"620312","217U",2001,8,15,2,24.9509667,-80.4543499,13.9,8,7595049,"SPGR_LR",4,10,8,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"620794","218U",2001,8,15,2,24.951,-80.4523499,16.8,8,7598799,"SPGR_LR",4,10,8,123,"LAC MAXI",40,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"620835","218U",2001,8,15,1,24.951,-80.4523499,15.5,8,7598799,"SPGR_LR",4,10,8,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"620999","218U",2001,8,15,2,24.951,-80.4523499,16.8,8,7598799,"SPGR_LR",4,10,8,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"621695","219U",2001,8,15,2,24.952,-80.4593333,5.2,8,7583799,"SPGR_HR",4,10,7,123,"LAC MAXI",40,0.5,1,1,"HRRF","FLA KEYS",NA,NA,1
"621699","219U",2001,8,15,2,24.952,-80.4593333,5.2,8,7583799,"SPGR_HR",4,10,7,123,"LAC MAXI",35,0.5,1,1,"HRRF","FLA KEYS",NA,NA,1
"621805","219U",2001,8,15,1,24.952,-80.4593333,6.9,8,7583799,"SPGR_HR",4,10,7,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"621845","219U",2001,8,15,2,24.952,-80.4593333,5.2,8,7583799,"SPGR_HR",4,10,7,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"622514","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",55,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"622538","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",16,0.125,1,1,"FMLR","FLA KEYS",NA,NA,1
"622541","220U",2001,8,15,1,24.9526834,-80.4564333,13.3,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"622582","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",19,0.125,1,1,"FMLR","FLA KEYS",NA,NA,1
"622622","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",40,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"622623","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",18,1.25,1,1,"FMLR","FLA KEYS",NA,NA,2
"622663","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",20,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"622704","220U",2001,8,15,2,24.9526834,-80.4564333,12.2,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",14,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"622825","220U",2001,8,15,1,24.9526834,-80.4564333,13.3,8,7591300,"SPGR_LR",4,10,7,123,"LAC MAXI",-9,0.5,2,1,"FMLR","FLA KEYS",NA,NA,1
"623281","221U",2001,8,15,2,24.9624667,-80.4450166,22.9,8,7613805,"SPGR_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"623390","221U",2001,8,15,1,24.9624667,-80.4450166,18.7,8,7613805,"SPGR_LR",4,11,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"623395","221U",2001,8,15,2,24.9624667,-80.4450166,22.9,8,7613805,"SPGR_LR",4,11,0,123,"LAC MAXI",17,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"624686","222U",2001,8,16,2,24.8452167,-80.6240999,7.6,8,7272490,"SPGR_HR",4,10,12,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"624746","222U",2001,8,16,1,24.8452167,-80.6240999,6.7,8,7272490,"SPGR_HR",4,10,12,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"624753","222U",2001,8,16,1,24.8452167,-80.6240999,6.7,8,7272490,"SPGR_HR",4,10,12,123,"LAC MAXI",25,0.5,1,1,"HRRF","FLA KEYS",NA,NA,1
"625441","223U",2001,8,16,2,24.8517167,-80.6196166,2.1,8,7283743,"RUBB_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FSLR","FLA KEYS",NA,NA,0
"625616","223U",2001,8,16,1,24.8517167,-80.6196166,2.4,8,7283743,"RUBB_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FSLR","FLA KEYS",NA,NA,0
"626402","224U",2001,8,16,2,24.8469834,-80.6216999,4.7,8,7279991,"SPGR_HR",4,10,12,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"626482","224U",2001,8,16,1,24.8469834,-80.6216999,4.9,8,7279991,"SPGR_HR",4,10,12,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"626592","224U",2001,8,16,1,24.8469834,-80.6216999,4.9,8,7279991,"SPGR_HR",4,10,12,123,"LAC MAXI",50,0.5,1,1,"HRRF","FLA KEYS",NA,NA,1
"627023","225U",2001,8,16,2,24.8509334,-80.6190999,2.1,8,7283743,"RUBB_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FSLR","FLA KEYS",NA,NA,0
"627400","225U",2001,8,16,1,24.8509334,-80.6190999,2.1,8,7283743,"RUBB_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FSLR","FLA KEYS",NA,NA,0
"627848","226U",2001,8,16,2,24.8754667,-80.5984499,5.6,8,7321257,"ISOL_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"628285","226U",2001,8,16,1,24.8754667,-80.5984499,5.8,8,7321257,"ISOL_LR",4,10,0,123,"LAC MAXI",30,1,1,0,"FSLR","FLA KEYS",NA,NA,1
"628991","227U",2001,8,16,1,24.9041667,-80.5260499,17.1,8,7460023,"SPGR_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"629030","227U",2001,8,16,2,24.9041667,-80.5260499,15.2,8,7460023,"SPGR_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"629551","228U",2001,8,16,2,24.9058001,-80.5339833,6.3,8,7445023,"CONT_LR",4,10,0,123,"LAC MAXI",25,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"629641","228U",2001,8,16,2,24.9058001,-80.5339833,6.3,8,7445023,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"629776","228U",2001,8,16,1,24.9058001,-80.5339833,7.5,8,7445023,"CONT_LR",4,10,0,123,"LAC MAXI",15,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"629854","228U",2001,8,16,1,24.9058001,-80.5339833,7.5,8,7445023,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"630967","229U",2001,8,16,4,24.9079834,-80.5264832,6.1,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",28,1,1,0,"FSLR","FLA KEYS",NA,NA,1
"631089","229U",2001,8,16,4,24.9079834,-80.5264832,6.1,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",32,1,1,0,"FSLR","FLA KEYS",NA,NA,1
"631167","229U",2001,8,16,3,24.9079834,-80.5264832,4,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"631328","229U",2001,8,16,2,24.9079834,-80.5264832,4.6,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"631366","229U",2001,8,16,1,24.9079834,-80.5264832,4.9,8,7460025,"CONT_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"632675","230U",2001,8,16,4,24.9221667,-80.5058499,6.1,8,7497533,"CONT_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"632714","230U",2001,8,16,2,24.9221667,-80.5058499,6.4,8,7497533,"CONT_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"632796","230U",2001,8,16,3,24.9221667,-80.5058499,6.1,8,7497533,"CONT_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"632946","230U",2001,8,16,1,24.9221667,-80.5058499,5.5,8,7497533,"CONT_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"634462","231U",2001,8,16,4,24.9229334,-80.5051499,4.9,8,7497533,"CONT_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FSLR","FLA KEYS",NA,NA,0
